Order_ID,Order_Date,Customer_ID,Customer_City,Region,Warehouse_ID,Product_ID,Product_Category,Quantity,Unit_Price,Order_Value,Inventory_Before,Inventory_After,Processing_Time_Hours,Packing_Time_Hours,Shipping_Method,Shipping_Cost,Distance_KM,Expected_Delivery_Days,Actual_Delivery_Days,Delivery_Status,Priority,Return_Status,Warehouse_Capacity,Month,Delivery_Gap_Days,Fulfillment_Hours,Low_Stock_Flag
ORD23116,2026-06-20,CUST1132,Jaipur,North,WH-North,P2547,Furniture,1,9521.31,9521.31,85,84,3.12,2.67,Express,163.07,103.4,2,2,On Time,High,No,81.0,2026-06-01,0,5.79,No
ORD23117,2026-03-06,CUST3253,Patna,East,WH-West,P2235,Toys,1,4182.05,4182.05,117,116,11.17,1.74,Express,268.85,464.3,2,3,Delayed,Standard,No,74.3,2026-03-01,1,12.91,No
ORD23118,2026-05-23,CUST2057,Pune,West,WH-Central,P1181,Electronics,1,2846.16,2846.16,89,88,0.5,0.65,Standard,223.31,586.4,4,4,On Time,Standard,No,86.9,2026-05-01,0,1.15,No
ORD23119,2026-05-22,CUST3705,Ranchi,East,WH-North,P1893,Sports,1,2030.71,2030.71,58,57,11.44,1.9,Standard,216.1,523.5,4,6,Delayed,Standard,No,72.9,2026-05-01,2,13.34,No
ORD23120,2026-07-03,CUST4523,Jaipur,North,WH-North,P2366,Grocery,1,691.69,691.69,99,98,9.48,1.05,Standard,74.29,44.4,4,4,On Time,Standard,No,81.2,2026-07-01,0,10.530000000000001,No
ORD23121,2026-03-15,CUST2310,Bhubaneswar,East,WH-North,P1276,Grocery,2,1554.63,3109.26,157,155,9.31,1.82,Standard,172.23,270.5,4,4,On Time,Standard,No,81.3,2026-03-01,0,11.13,No
ORD23122,2026-06-15,CUST5986,Patna,East,WH-Central,P2197,Toys,2,998.87,1997.74,89,87,5.56,1.98,Same Day,527.35,739.1,1,3,Delayed,Urgent,No,88.2,2026-06-01,2,7.539999999999999,No
ORD23123,2026-05-21,CUST1029,Kanpur,North,WH-North,P2065,Books,1,334.46,334.46,72,71,4.12,2.48,Express,194.03,187.9,2,5,Delayed,Urgent,No,94.3,2026-05-01,3,6.6,No
ORD23124,2026-03-30,CUST2078,Lucknow,North,WH-NCR,P2376,Grocery,1,865.63,865.63,154,153,12.35,1.29,Standard,110.92,181.7,4,4,On Time,Standard,No,90.1,2026-03-01,0,13.64,No
ORD23125,2026-02-13,CUST5936,Patna,East,WH-Central,P2785,Books,1,812.61,812.61,119,118,4.74,2.26,Express,396.93,634.4,2,4,Delayed,Standard,No,92.2,2026-02-01,2,7,No
ORD23126,2026-05-16,CUST5046,Chandigarh,North,WH-West,P1058,Toys,1,1283.65,1283.65,102,101,6.17,0.56,Economy,134.7,317.4,6,8,Delayed,High,No,66.5,2026-05-01,2,6.73,No
ORD23127,2026-05-25,CUST3327,Jaipur,North,WH-North,P2292,Beauty,1,1230.7,1230.7,124,123,3.23,2.0,Standard,137.6,214.6,4,5,Delayed,Urgent,No,75.8,2026-05-01,1,5.23,No
ORD23128,2026-08-27,CUST4845,Chennai,South,WH-North,P1304,Toys,1,1134.25,1134.25,128,127,8.0,1.22,Express,247.35,354.5,2,4,Delayed,Urgent,No,81.2,2026-08-01,2,9.22,No
ORD23129,2026-04-11,CUST2113,Lucknow,North,WH-North,P2914,Home & Kitchen,1,2282.37,2282.37,108,107,5.7,1.86,Standard,134.75,150.5,4,3,On Time,High,No,91.6,2026-04-01,-1,7.5600000000000005,No
ORD23130,2026-06-25,CUST5624,Ahmedabad,West,WH-North,P2662,Beauty,1,853.41,853.41,74,73,6.66,1.79,Standard,205.92,520.3,4,5,Delayed,Urgent,No,95.2,2026-06-01,1,8.45,No
ORD23131,2026-06-19,CUST2796,Chennai,South,WH-Central,P1167,Fashion,1,1119.43,1119.43,98,97,6.91,1.46,Standard,144.08,349.4,4,6,Delayed,Urgent,No,89.2,2026-06-01,2,8.370000000000001,No
ORD23132,2026-02-28,CUST4528,Kolkata,East,WH-Central,P1440,Accessories,2,596.08,1192.16,70,68,5.69,1.72,Express,292.61,437.3,2,2,On Time,Urgent,No,82.1,2026-02-01,0,7.41,No
ORD23133,2026-07-29,CUST5673,Delhi,North,WH-North,P2526,Toys,1,771.11,771.11,155,154,12.26,0.77,Standard,83.64,101.7,4,6,Delayed,Urgent,No,94.6,2026-07-01,2,13.03,No
ORD23134,2026-04-03,CUST5913,Kanpur,North,WH-NCR,P2919,Toys,2,1549.31,3098.62,116,114,3.89,0.95,Standard,164.09,264.1,4,5,Delayed,High,No,86.6,2026-04-01,1,4.84,No
ORD23135,2026-08-10,CUST1388,Bhubaneswar,East,WH-North,P1698,Accessories,1,561.15,561.15,110,109,4.37,1.73,Economy,201.5,387.5,6,6,On Time,High,No,93.9,2026-08-01,0,6.1,No
ORD23136,2026-06-13,CUST3651,Ranchi,East,WH-West,P2194,Grocery,1,739.9,739.9,109,108,3.07,1.41,Standard,167.47,410.6,4,4,On Time,Urgent,No,83.0,2026-06-01,0,4.4799999999999995,No
ORD23137,2026-04-15,CUST1321,Delhi,North,WH-Central,P1935,Grocery,1,279.6,279.6,84,83,8.13,0.86,Standard,220.39,531.2,4,5,Delayed,Standard,No,99.3,2026-04-01,1,8.99,No
ORD23138,2026-08-30,CUST2452,Pune,West,WH-NCR,P1929,Furniture,3,6922.95,20768.85,70,67,8.0,2.7,Economy,191.93,514.6,6,8,Delayed,High,No,93.6,2026-08-01,2,10.7,No
ORD23139,2026-05-04,CUST4137,Chennai,South,WH-East,P2733,Grocery,2,368.13,736.26,285,283,4.85,2.03,Standard,226.83,454.4,4,4,On Time,High,No,78.0,2026-05-01,0,6.879999999999999,No
ORD23140,2026-06-02,CUST1736,Jaipur,North,WH-West,P1975,Furniture,1,5572.17,5572.17,171,170,4.68,2.68,Standard,315.41,731.8,4,7,Delayed,Urgent,No,61.8,2026-06-01,3,7.359999999999999,No
ORD23141,2026-08-24,CUST1180,Mumbai,West,WH-North,P1072,Furniture,1,8685.73,8685.73,55,54,4.06,1.23,Express,287.0,449.2,2,4,Delayed,Standard,No,71.6,2026-08-01,2,5.289999999999999,No
ORD23142,2026-08-26,CUST4691,Pune,West,WH-West,P2888,Home & Kitchen,1,1970.49,1970.49,74,73,8.69,1.7,Standard,113.4,32.8,4,5,Delayed,Standard,No,80.5,2026-08-01,1,10.389999999999999,No
ORD23143,2026-03-11,CUST5002,Bengaluru,South,WH-South,P2101,Electronics,4,5019.88,20079.52,133,129,6.98,3.0,Same Day,303.15,225.4,1,3,Delayed,Standard,No,59.2,2026-03-01,2,9.98,No
ORD23144,2026-05-16,CUST5518,Mumbai,West,WH-West,P2520,Toys,5,2820.23,14101.15,132,127,7.12,2.18,Same Day,193.98,67.4,1,1,On Time,Standard,No,63.8,2026-05-01,0,9.3,No
ORD23145,2026-08-26,CUST4278,Kolkata,East,WH-North,P2896,Toys,2,811.15,1622.3,155,153,14.02,2.57,Same Day,418.35,472.8,1,2,Delayed,Standard,No,76.2,2026-08-01,1,16.59,No
ORD23146,2026-04-12,CUST5987,Hyderabad,South,WH-East,P1112,Sports,1,2047.8,2047.8,89,88,10.75,2.32,Express,206.74,308.6,2,2,On Time,Standard,No,80.2,2026-04-01,0,13.07,No
ORD23147,2026-06-11,CUST1636,Mumbai,West,WH-NCR,P1500,Toys,1,1113.47,1113.47,307,306,7.14,1.55,Standard,182.58,355.9,4,6,Delayed,Standard,No,85.2,2026-06-01,2,8.69,No
ORD23148,2026-06-27,CUST1294,Mumbai,West,WH-North,P2963,Books,1,316.31,316.31,85,84,5.36,2.47,Express,291.69,448.5,2,3,Delayed,Standard,No,89.2,2026-06-01,1,7.83,No
ORD23149,2026-04-04,CUST4038,Bhubaneswar,East,WH-NCR,P2491,Grocery,1,873.93,873.93,120,119,7.47,2.1,Standard,258.62,646.8,4,6,Delayed,Standard,No,97.4,2026-04-01,2,9.57,No
ORD23150,2026-06-04,CUST3479,Bhubaneswar,East,WH-NCR,P2662,Accessories,1,1389.32,1389.32,148,147,7.25,2.27,Standard,202.77,264.3,4,5,Delayed,Standard,No,89.6,2026-06-01,1,9.52,No
ORD23151,2026-02-11,CUST1754,Chennai,South,WH-West,P2656,Grocery,2,317.56,635.12,83,81,6.78,2.39,Express,219.49,310.3,2,3,Delayed,Standard,No,72.3,2026-02-01,1,9.17,No
ORD23152,2026-02-16,CUST2337,Unknown,South,WH-NCR,P2344,Grocery,1,378.86,378.86,281,280,5.42,1.55,Standard,272.76,686.5,4,6,Delayed,Standard,No,100.0,2026-02-01,2,6.97,No
ORD23153,2026-03-13,CUST2422,Mumbai,West,WH-Central,P2679,Fashion,1,1095.33,1095.33,195,194,0.5,2.11,Standard,195.48,406.6,4,5,Delayed,Urgent,No,95.9,2026-03-01,1,2.61,No
ORD23154,2026-07-10,CUST1101,Bhubaneswar,East,WH-West,P2592,Books,1,376.14,376.14,71,70,10.73,0.55,Express,266.38,397.1,2,5,Delayed,High,No,67.0,2026-07-01,3,11.280000000000001,No
ORD23155,2026-08-04,CUST2777,Mumbai,West,WH-South,P2318,Sports,1,1772.74,1772.74,146,145,6.86,2.86,Express,241.54,512.8,2,5,Delayed,Standard,No,70.4,2026-08-01,3,9.72,No
ORD23156,2026-02-10,CUST5326,Kanpur,North,WH-NCR,P2203,Grocery,2,796.96,1593.92,71,69,7.04,1.9,Standard,253.54,431.5,4,6,Delayed,High,No,95.5,2026-02-01,2,8.94,No
ORD23157,2026-02-02,CUST2760,Bhubaneswar,East,WH-East,P2068,Furniture,2,6611.15,13222.3,135,133,3.81,3.26,Express,171.38,121.1,2,3,Delayed,Standard,Yes,78.2,2026-02-01,1,7.07,No
ORD23158,2026-06-03,CUST3395,Pune,West,WH-North,P1044,Fashion,1,1666.01,1666.01,65,64,5.65,1.93,Standard,272.03,665.0,4,6,Delayed,Standard,No,91.5,2026-06-01,2,7.58,No
ORD23159,2026-08-26,CUST3328,Chennai,South,WH-North,P2377,Accessories,2,470.24,940.48,83,81,3.13,2.31,Standard,336.69,725.7,4,5,Delayed,Standard,No,86.6,2026-08-01,1,5.4399999999999995,No
ORD23160,2026-08-24,CUST4019,Delhi,North,WH-Central,P2784,Books,1,283.26,283.26,270,269,7.95,2.25,Standard,259.83,539.1,4,5,Delayed,Standard,No,86.1,2026-08-01,1,10.2,No
ORD23161,2026-01-03,CUST4373,Hyderabad,South,WH-West,P2605,Electronics,1,2317.1,2317.1,151,150,9.13,3.07,Express,230.33,326.2,2,3,Delayed,Standard,No,75.4,2026-01-01,1,12.200000000000001,No
ORD23162,2026-08-19,CUST1681,Kolkata,East,WH-Central,P2291,Accessories,1,899.26,899.26,77,76,13.09,1.51,Standard,188.07,372.2,4,7,Delayed,High,No,73.0,2026-08-01,3,14.6,No
ORD23163,2026-01-04,CUST3963,Chandigarh,North,WH-North,P2876,Home & Kitchen,2,2342.2,4684.4,41,39,0.5,2.84,Standard,195.86,251.4,4,4,On Time,High,No,74.2,2026-01-01,0,3.34,No
ORD23164,2026-03-02,CUST2808,Patna,East,WH-South,P2777,Electronics,1,7259.13,7259.13,151,150,10.16,1.47,Express,293.79,484.2,2,4,Delayed,Urgent,No,66.3,2026-03-01,2,11.63,No
ORD23165,2026-02-06,CUST4535,Lucknow,North,WH-West,P1786,Sports,1,1258.93,1258.93,204,203,7.4,2.08,Express,314.77,609.9,2,3,Delayed,Standard,No,62.3,2026-02-01,1,9.48,No
ORD23166,2026-01-02,CUST1018,Chennai,South,WH-North,P1452,Beauty,1,1114.67,1114.67,60,59,5.98,2.35,Standard,250.97,563.7,4,7,Delayed,High,No,85.4,2026-01-01,3,8.33,No
ORD23167,2026-01-01,CUST1090,Hyderabad,South,WH-South,P1725,Furniture,1,2204.53,2204.53,136,135,4.6,2.78,Economy,64.97,51.3,6,7,Delayed,Standard,No,68.0,2026-01-01,1,7.379999999999999,No
ORD23168,2026-08-12,CUST5315,Hyderabad,South,WH-Central,P1473,Toys,3,1005.16,3015.48,84,81,8.41,2.49,Express,362.73,509.2,2,5,Delayed,Standard,No,89.0,2026-08-01,3,10.9,No
ORD23169,2026-05-26,CUST1198,Chandigarh,North,WH-North,P2071,Beauty,1,1263.25,1263.25,40,39,6.69,2.06,Standard,147.89,284.2,4,3,On Time,Urgent,No,90.0,2026-05-01,-1,8.75,No
ORD23170,2026-08-28,CUST4907,Jaipur,North,WH-North,P2565,Electronics,1,2935.12,2935.12,190,189,6.78,1.05,Economy,119.49,252.5,6,8,Delayed,Standard,No,80.9,2026-08-01,2,7.83,No
ORD23171,2026-08-18,CUST4069,Kolkata,East,WH-NCR,P2481,Home & Kitchen,1,1972.55,1972.55,107,106,0.5,2.17,Express,326.79,516.1,2,3,Delayed,Urgent,No,93.9,2026-08-01,1,2.67,No
ORD23172,2026-02-20,CUST3449,Bengaluru,South,WH-North,P2660,Books,1,529.01,529.01,187,186,6.26,2.12,Same Day,363.56,456.0,1,4,Delayed,Urgent,No,83.6,2026-02-01,3,8.379999999999999,No
ORD23173,2026-01-20,CUST2394,Lucknow,North,WH-South,P1531,Furniture,3,11457.74,34373.22,136,133,5.61,1.91,Economy,242.19,606.5,6,7,Delayed,Standard,No,77.7,2026-01-01,1,7.5200000000000005,No
ORD23174,2026-01-28,CUST4752,Chennai,South,WH-West,P2736,Electronics,2,3010.08,6020.16,182,180,6.97,2.07,Express,214.99,282.1,2,3,Delayed,High,No,68.8,2026-01-01,1,9.04,No
ORD23175,2026-01-09,CUST2784,Pune,West,WH-Central,P2048,Beauty,5,979.96,4899.8,132,127,6.5,2.14,Standard,265.1,504.7,4,7,Delayed,Standard,Yes,89.7,2026-01-01,3,8.64,No
ORD23176,2026-03-05,CUST5058,Patna,East,WH-North,P2874,Toys,5,2036.39,10181.95,196,191,5.53,3.2,Standard,231.83,411.2,4,6,Delayed,Urgent,No,94.8,2026-03-01,2,8.73,No
ORD23177,2026-08-03,CUST3114,Pune,West,WH-Central,P2658,Home & Kitchen,1,3522.43,3522.43,78,77,4.35,0.95,Express,313.18,645.6,2,2,On Time,High,No,75.7,2026-08-01,0,5.3,No
ORD23178,2026-06-08,CUST1399,Bengaluru,South,WH-South,P1099,Books,2,197.2,394.4,136,134,4.89,2.87,Express,135.74,20.0,2,2,On Time,Standard,No,71.7,2026-06-01,0,7.76,No
ORD23179,2026-05-28,CUST3521,Mumbai,West,WH-North,P1376,Accessories,1,573.61,573.61,86,85,5.49,1.58,Standard,197.41,484.8,4,6,Delayed,Urgent,No,95.7,2026-05-01,2,7.07,No
ORD23180,2026-04-23,CUST4692,Bengaluru,South,WH-NCR,P1219,Books,2,279.83,559.66,208,206,4.74,1.73,Standard,115.22,211.8,4,5,Delayed,Standard,No,92.2,2026-04-01,1,6.470000000000001,No
ORD23181,2026-08-31,CUST3626,Ranchi,East,WH-South,P2364,Accessories,2,1030.58,2061.16,143,141,1.28,1.21,Standard,194.48,418.0,4,3,On Time,Standard,No,82.4,2026-08-01,-1,2.49,No
ORD23182,2026-07-29,CUST2886,Ranchi,East,WH-West,P2603,Beauty,1,2326.76,2326.76,145,144,7.88,1.38,Same Day,351.86,493.6,1,3,Delayed,Standard,No,76.0,2026-07-01,2,9.26,No
ORD23183,2026-04-13,CUST2694,Bhubaneswar,East,WH-South,P1011,Books,2,953.72,1907.44,248,246,9.85,1.91,Express,317.64,477.5,2,3,Delayed,Standard,No,79.3,2026-04-01,1,11.76,No
ORD23184,2026-03-25,CUST1489,Patna,East,WH-West,P1666,Beauty,1,826.53,826.53,125,124,9.71,3.86,Standard,251.39,473.4,4,6,Delayed,Standard,No,73.1,2026-03-01,2,13.57,No
ORD23185,2026-04-28,CUST2538,Bhubaneswar,East,WH-East,P1547,Sports,4,2188.09,8752.36,100,96,5.68,1.71,Standard,184.21,52.5,4,6,Delayed,Standard,No,76.8,2026-04-01,2,7.39,No
ORD23186,2026-07-02,CUST4443,Jaipur,North,WH-NCR,P2681,Fashion,2,1838.17,3676.34,147,145,9.25,1.37,Express,102.47,20.0,2,4,Delayed,Standard,No,92.7,2026-07-01,2,10.620000000000001,No
ORD23187,2026-03-18,CUST3532,Pune,West,WH-NCR,P2156,Toys,2,843.22,1686.44,114,112,7.00,2.21,Express,260.83,358.8,2,3,Delayed,High,No,100.0,2026-03-01,1,9.21,No
ORD23188,2026-01-14,CUST1625,Kanpur,North,WH-North,P1094,Beauty,1,908.61,908.61,199,198,7.66,1.84,Standard,128.42,197.3,4,3,On Time,Standard,No,91.4,2026-01-01,-1,9.5,No
ORD23189,2026-03-09,CUST3528,Mumbai,West,WH-NCR,P1646,Toys,1,770.5,770.5,110,109,6.53,1.27,Economy,167.1,426.7,6,8,Delayed,High,No,90.9,2026-03-01,2,7.800000000000001,No
ORD23190,2026-01-29,CUST5523,Ahmedabad,West,WH-South,P2527,Electronics,2,4650.83,9301.66,169,167,8.03,0.79,Same Day,348.07,376.2,1,2,Delayed,Standard,No,72.2,2026-01-01,1,8.82,No
ORD23191,2026-04-25,CUST2889,Kanpur,North,WH-NCR,P1928,Accessories,1,708.85,708.85,102,101,10.21,1.83,Express,173.65,207.9,2,2,On Time,Standard,No,97.2,2026-04-01,0,12.040000000000001,No
ORD23192,2026-06-30,CUST1219,Ahmedabad,West,WH-South,P2130,Home & Kitchen,2,1832.53,3665.06,192,190,6.8,3.05,Express,231.39,259.1,2,4,Delayed,Standard,No,63.0,2026-06-01,2,9.85,No
ORD23193,2026-05-26,CUST5231,Chennai,South,WH-Central,P1813,Accessories,4,478.29,1913.16,114,110,6.58,1.81,Standard,211.27,409.3,4,5,Delayed,Urgent,Yes,86.6,2026-05-01,1,8.39,No
ORD23194,2026-04-12,CUST3797,Hyderabad,South,WH-East,P1114,Home & Kitchen,1,2402.04,2402.04,82,81,5.06,1.83,Express,273.11,460.4,2,4,Delayed,Standard,No,81.1,2026-04-01,2,6.89,No
ORD23195,2026-05-15,CUST5601,Patna,East,WH-NCR,P1672,Furniture,5,3819.41,19097.05,53,48,7.69,1.47,Standard,279.31,513.8,4,6,Delayed,Urgent,No,91.8,2026-05-01,2,9.16,No
ORD23196,2026-05-18,CUST3632,Hyderabad,South,WH-West,P1055,Fashion,1,1607.63,1607.63,123,122,7.97,0.97,Economy,233.34,633.9,6,7,Delayed,High,No,63.7,2026-05-01,1,8.94,No
ORD23197,2026-06-03,CUST3739,Jaipur,North,WH-Central,P2090,Beauty,3,1307.58,3922.74,222,219,5.17,1.77,Standard,210.81,457.1,4,6,Delayed,Standard,No,69.0,2026-06-01,2,6.9399999999999995,No
ORD23198,2026-06-06,CUST2647,Kanpur,North,WH-East,P2712,Books,1,478.09,478.09,106,105,7.68,1.66,Express,289.55,460.5,2,4,Delayed,Urgent,No,68.6,2026-06-01,2,9.34,No
ORD23199,2026-01-18,CUST3551,Mumbai,West,WH-South,P2688,Electronics,1,1805.24,1805.24,38,37,5.15,1.98,Standard,149.32,182.1,4,4,On Time,Urgent,No,64.1,2026-01-01,0,7.130000000000001,No
ORD23200,2026-02-15,CUST1418,Chennai,South,WH-NCR,P2752,Toys,2,949.95,1899.9,106,104,9.7,1.78,Standard,161.99,309.9,4,6,Delayed,Standard,No,82.5,2026-02-01,2,11.479999999999999,No
ORD23201,2026-08-15,CUST2893,Hyderabad,South,WH-South,P1218,Furniture,1,7325.7,7325.7,93,92,11.25,0.3,Standard,163.97,358.8,4,7,Delayed,High,No,65.3,2026-08-01,3,11.55,No
ORD23202,2026-07-03,CUST2590,Kolkata,East,WH-East,P2984,Electronics,2,2713.16,5426.32,128,126,7.72,2.45,Standard,132.26,191.1,4,4,On Time,Standard,No,74.5,2026-07-01,0,10.17,No
ORD23203,2026-02-18,CUST3557,Pune,West,WH-North,P2470,Grocery,1,340.65,340.65,81,80,4.97,1.79,Standard,152.17,353.1,4,4,On Time,Urgent,No,82.1,2026-02-01,0,6.76,No
ORD23204,2026-06-04,CUST2777,Kolkata,East,WH-Central,P1416,Sports,1,1470.15,1470.15,183,182,6.09,1.18,Standard,249.79,554.2,4,5,Delayed,High,No,93.2,2026-06-01,1,7.27,No
ORD23205,2026-04-28,CUST1424,Ahmedabad,West,WH-South,P1041,Fashion,1,916.37,916.37,165,164,5.77,2.3,Standard,196.5,503.7,4,6,Delayed,Urgent,No,73.2,2026-04-01,2,8.07,No
ORD23206,2026-07-03,CUST2864,Chandigarh,North,WH-East,P2662,Toys,1,2369.8,2369.8,66,65,9.76,2.25,Express,267.04,486.0,2,5,Delayed,Standard,No,81.1,2026-07-01,3,12.01,No
ORD23207,2026-07-09,CUST3797,Mumbai,West,WH-East,P2315,Accessories,1,1504.37,1504.37,166,165,3.66,1.45,Standard,181.45,443.5,4,5,Delayed,Standard,No,68.0,2026-07-01,1,5.11,No
ORD23208,2026-01-19,CUST3102,Mumbai,West,WH-West,P2185,Grocery,1,529.0,529.0,246,245,5.58,2.18,Standard,152.43,209.2,4,5,Delayed,Standard,No,71.8,2026-01-01,1,7.76,No
ORD23209,2026-08-21,CUST5789,Jaipur,North,WH-West,P1743,Books,1,137.64,137.64,148,147,11.31,2.43,Standard,224.02,497.1,4,8,Delayed,Standard,No,71.0,2026-08-01,4,13.74,No
ORD23210,2026-02-14,CUST4551,Kolkata,East,WH-South,P1979,Furniture,2,14950.15,29900.3,145,143,7.12,3.77,Standard,257.91,474.1,4,5,Delayed,Urgent,No,73.7,2026-02-01,1,10.89,No
ORD23211,2026-07-04,CUST2850,Kolkata,East,WH-West,P2885,Electronics,1,5048.15,5048.15,206,205,8.2,1.61,Standard,205.99,488.2,4,6,Delayed,Standard,No,75.3,2026-07-01,2,9.809999999999999,No
ORD23212,2026-01-05,CUST5847,Lucknow,North,WH-South,P2454,Sports,1,1462.02,1462.02,68,67,5.3,2.03,Standard,206.85,420.4,4,6,Delayed,High,No,73.5,2026-01-01,2,7.33,No
ORD23213,2026-08-30,CUST1844,Mumbai,West,WH-West,P2833,Furniture,1,10138.97,10138.97,67,66,7.67,2.54,Express,142.33,20.0,2,3,Delayed,Standard,No,63.0,2026-08-01,1,10.21,No
ORD23214,2026-07-03,CUST3023,Kanpur,North,WH-NCR,P2387,Furniture,2,4638.36,9276.72,94,92,5.6,2.34,Standard,172.97,229.9,4,3,On Time,Urgent,No,100.0,2026-07-01,-1,7.9399999999999995,No
ORD23215,2026-06-03,CUST2541,Chandigarh,North,WH-East,P2141,Toys,1,1593.29,1593.29,196,195,4.91,2.3,Same Day,356.88,560.2,1,3,Delayed,Standard,No,75.2,2026-06-01,2,7.21,No
ORD23216,2026-08-06,CUST5457,Kolkata,East,WH-NCR,P1262,Grocery,1,456.92,456.92,89,88,8.15,2.59,Standard,160.91,147.2,4,7,Delayed,Urgent,No,87.2,2026-08-01,3,10.74,No
ORD23217,2026-07-29,CUST3307,Lucknow,North,WH-South,P1177,Grocery,1,647.48,647.48,83,82,11.49,2.17,Express,140.18,186.9,2,3,Delayed,Standard,No,79.2,2026-07-01,1,13.66,No
ORD23218,2026-04-22,CUST5896,Pune,West,WH-Central,P1897,Toys,1,1205.0,1205.0,57,56,5.15,1.37,Standard,167.27,276.0,4,5,Delayed,High,No,74.8,2026-04-01,1,6.5200000000000005,No
ORD23219,2026-07-09,CUST2644,Bengaluru,South,WH-Central,P1847,Books,1,536.76,536.76,101,100,3.77,3.09,Standard,238.1,613.9,4,6,Delayed,Standard,No,79.7,2026-07-01,2,6.859999999999999,No
ORD23220,2026-01-25,CUST1348,Hyderabad,South,WH-West,P1551,Sports,1,2971.25,2971.25,171,170,8.37,2.15,Standard,183.09,344.5,4,7,Delayed,Standard,No,58.9,2026-01-01,3,10.52,No
ORD23221,2026-08-04,CUST1516,Hyderabad,South,WH-North,P1749,Books,1,1034.2,1034.2,89,88,3.21,1.22,Economy,125.5,310.4,6,5,On Time,High,No,87.1,2026-08-01,-1,4.43,No
ORD23222,2026-02-01,CUST1707,Bhubaneswar,East,WH-North,P2393,Books,1,373.71,373.71,94,93,3.21,1.79,Express,338.25,458.2,2,3,Delayed,Urgent,No,88.5,2026-02-01,1,5,No
ORD23223,2026-05-20,CUST2769,Delhi,North,WH-NCR,P1606,Electronics,1,4295.0,4295.0,135,134,6.4,3.43,Express,163.88,239.8,2,3,Delayed,Standard,Yes,84.2,2026-05-01,1,9.83,No
ORD23224,2026-03-15,CUST3456,Patna,East,WH-Central,P1915,Home & Kitchen,1,3252.68,3252.68,198,197,2.47,1.26,Standard,175.51,411.7,4,6,Delayed,Standard,No,93.1,2026-03-01,2,3.7300000000000004,No
ORD23225,2026-04-27,CUST2647,Kanpur,North,WH-North,P1053,Furniture,1,4079.31,4079.31,127,126,6.84,1.79,Standard,162.62,178.3,4,7,Delayed,Standard,No,74.7,2026-04-01,3,8.629999999999999,No
ORD23226,2026-03-15,CUST2285,Kanpur,North,WH-West,P1608,Fashion,3,1515.76,4547.28,78,75,11.01,2.84,Standard,183.85,180.4,4,5,Delayed,Standard,No,62.6,2026-03-01,1,13.85,No
ORD23227,2026-02-19,CUST1823,Hyderabad,South,WH-North,P2609,Home & Kitchen,1,2075.32,2075.32,89,88,3.04,1.7,Standard,171.37,454.4,4,6,Delayed,Urgent,No,88.5,2026-02-01,2,4.74,No
ORD23228,2026-06-26,CUST3825,Ranchi,East,WH-East,P2919,Sports,1,2417.24,2417.24,99,98,6.1,2.68,Standard,99.35,162.7,4,5,Delayed,Standard,No,73.7,2026-06-01,1,8.78,No
ORD23229,2026-08-28,CUST4372,Delhi,North,WH-North,P2033,Beauty,2,453.84,907.68,149,147,5.63,1.29,Standard,134.79,179.1,4,6,Delayed,High,No,81.6,2026-08-01,2,6.92,No
ORD23230,2026-07-19,CUST2319,Lucknow,North,WH-Central,P2927,Sports,2,5329.34,10658.68,124,122,9.88,3.44,Standard,254.77,534.0,4,3,On Time,Standard,No,85.9,2026-07-01,-1,13.32,No
ORD23231,2026-05-05,CUST4994,Ranchi,East,WH-North,P1576,Accessories,3,828.53,2485.59,141,138,9.06,2.46,Standard,226.05,355.0,4,7,Delayed,Standard,No,78.3,2026-05-01,3,11.52,No
ORD23232,2026-08-30,CUST2130,Kolkata,East,WH-NCR,P2368,Grocery,2,344.54,689.08,153,151,2.54,2.16,Standard,176.49,360.2,4,4,On Time,High,No,90.1,2026-08-01,0,4.7,No
ORD23233,2026-05-18,CUST5408,Patna,East,WH-North,P2248,Sports,1,1294.8,1294.8,35,34,5.91,2.2,Express,205.39,417.1,2,4,Delayed,Urgent,No,78.5,2026-05-01,2,8.11,No
ORD23234,2026-05-24,CUST3207,Bengaluru,South,WH-Central,P2121,Fashion,2,2625.21,5250.42,155,153,9.32,1.84,Standard,138.32,99.1,4,5,Delayed,Standard,No,82.0,2026-05-01,1,11.16,No
ORD23235,2026-02-08,CUST2112,Chandigarh,North,WH-East,P2018,Electronics,1,8648.32,8648.32,49,48,5.36,2.17,Standard,252.41,656.5,4,8,Delayed,Standard,No,61.5,2026-02-01,4,7.53,No
ORD23236,2026-05-11,CUST2037,Mumbai,West,WH-West,P2337,Accessories,3,1115.62,3346.86,136,133,3.41,1.45,Express,253.07,246.9,2,1,On Time,Standard,No,70.4,2026-05-01,-1,4.86,No
ORD23237,2026-05-15,CUST4643,Kanpur,North,WH-East,P1915,Grocery,1,265.33,265.33,133,132,11.54,2.4,Standard,139.79,281.4,4,5,Delayed,Standard,No,100.0,2026-05-01,1,13.94,No
ORD23238,2026-05-01,CUST5904,Kolkata,East,WH-East,P2564,Fashion,2,657.61,1315.22,64,62,11.67,2.56,Standard,103.94,20.0,4,4,On Time,Standard,No,78.7,2026-05-01,0,14.23,No
ORD23239,2026-07-21,CUST4489,Chennai,South,WH-South,P1653,Books,2,260.18,520.36,32,30,16.87,3.08,Economy,80.39,90.9,6,9,Delayed,Standard,No,67.2,2026-07-01,3,19.950000000000003,No
